onset	duration	trial_type	value
129.339	n/a	cue_aud	1
129.458	n/a	tag	16
132.953	n/a	target	32
134.967	n/a	miss	128
136.27	n/a	cue_vis	4
136.873	n/a	tag	16
139.881	n/a	target	32
140.797	n/a	miss	128
141.967	n/a	cue_vis	4
142.579	n/a	tag	16
145.587	n/a	target	32
146.31	n/a	miss	128
147.467	n/a	cue_vis	4
148.035	n/a	tag	16
151.047	n/a	target	32
151.639	n/a	hit	64
152.742	n/a	cue_vis	4
153.321	n/a	tag	16
156.328	n/a	target	32
157.038	n/a	miss	128
158.171	n/a	cue_vis	4
158.777	n/a	tag	16
161.79	n/a	target	32
162.448	n/a	hit	64
163.598	n/a	cue_vis	4
164.148	n/a	tag	16
167.161	n/a	target	32
167.928	n/a	hit	64
168.954	n/a	cue_aud	1
169.518	n/a	tag	16
172.984	n/a	target	32
173.891	n/a	hit	64
175.159	n/a	cue_aud	1
175.728	n/a	tag	16
179.194	n/a	target	32
179.872	n/a	hit	64
180.893	n/a	cue_aud	1
181.437	n/a	tag	16
184.9	n/a	target	32
185.735	n/a	hit	64
186.868	n/a	cue_vis	4
187.479	n/a	tag	16
190.489	n/a	target	32
191.197	n/a	hit	64
192.448	n/a	cue_aud	1
193.017	n/a	tag	16
196.482	n/a	target	32
197.519	n/a	hit	64
198.639	n/a	cue_vis	4
199.23	n/a	tag	16
202.24	n/a	target	32
202.841	n/a	hit	64
204.026	n/a	cue_vis	4
204.6	n/a	tag	16
207.611	n/a	target	32
208.237	n/a	miss	128
209.485	n/a	cue_vis	4
210.054	n/a	tag	16
213.066	n/a	target	32
213.683	n/a	miss	128
214.951	n/a	cue_aud	1
215.509	n/a	tag	16
218.974	n/a	target	32
219.488	n/a	hit	64
220.769	n/a	cue_vis	4
221.301	n/a	tag	16
224.309	n/a	target	32
224.901	n/a	miss	128
225.96	n/a	cue_vis	4
226.504	n/a	tag	16
229.513	n/a	target	32
230.047	n/a	hit	64
231.126	n/a	cue_aud	1
231.707	n/a	tag	16
235.17	n/a	target	32
235.71	n/a	hit	64
236.981	n/a	cue_aud	1
237.58	n/a	tag	16
241.045	n/a	target	32
241.607	n/a	hit	64
242.786	n/a	cue_aud	1
243.372	n/a	tag	16
246.837	n/a	target	32
247.637	n/a	hit	64
248.789	n/a	cue_aud	1
249.331	n/a	tag	16
252.796	n/a	target	32
253.525	n/a	hit	64
254.71	n/a	cue_aud	1
255.29	n/a	tag	16
258.753	n/a	target	32
259.372	n/a	hit	64
260.619	n/a	cue_vis	4
261.163	n/a	tag	16
264.168	n/a	target	32
264.86	n/a	hit	64
266.021	n/a	cue_aud	1
266.619	n/a	tag	16
270.085	n/a	target	32
270.673	n/a	hit	64
271.735	n/a	cue_aud	1
272.325	n/a	tag	16
275.79	n/a	target	32
276.369	n/a	hit	64
277.507	n/a	cue_aud	1
278.117	n/a	tag	16
281.581	n/a	target	32
282.508	n/a	hit	64
316.995	n/a	cue_aud	1
317.56	n/a	tag	16
321.026	n/a	target	32
321.774	n/a	miss	128
323.066	n/a	cue_vis	4
323.603	n/a	tag	16
326.612	n/a	target	32
327.195	n/a	hit	64
328.383	n/a	cue_vis	4
328.974	n/a	tag	16
331.983	n/a	target	32
332.575	n/a	miss	128
333.785	n/a	cue_vis	4
334.347	n/a	tag	16
337.354	n/a	target	32
337.955	n/a	hit	64
339.172	n/a	cue_vis	4
339.718	n/a	tag	16
342.726	n/a	target	32
343.301	n/a	hit	64
344.406	n/a	cue_vis	4
345.005	n/a	tag	16
348.013	n/a	target	32
348.555	n/a	hit	64
349.712	n/a	cue_vis	4
350.292	n/a	tag	16
353.301	n/a	target	32
354.026	n/a	miss	128
355.195	n/a	cue_aud	1
355.746	n/a	tag	16
359.212	n/a	target	32
359.931	n/a	hit	64
360.98	n/a	cue_aud	1
361.538	n/a	tag	16
365.003	n/a	target	32
365.778	n/a	miss	128
366.948	n/a	cue_vis	4
367.497	n/a	tag	16
370.507	n/a	target	32
371.525	n/a	hit	64
372.734	n/a	cue_vis	4
373.288	n/a	tag	16
376.295	n/a	target	32
376.954	n/a	hit	64
378.084	n/a	cue_aud	1
378.659	n/a	tag	16
382.122	n/a	target	32
382.976	n/a	hit	64
384.228	n/a	cue_aud	1
384.785	n/a	tag	16
388.248	n/a	target	32
388.706	n/a	hit	64
389.927	n/a	cue_vis	4
390.491	n/a	tag	16
393.502	n/a	target	32
394.094	n/a	hit	64
395.203	n/a	cue_aud	1
395.778	n/a	tag	16
399.243	n/a	target	32
400.124	n/a	hit	64
401.262	n/a	cue_aud	1
401.82	n/a	tag	16
405.285	n/a	target	32
405.77	n/a	hit	64
406.888	n/a	cue_aud	1
407.445	n/a	tag	16
410.908	n/a	target	32
411.717	n/a	hit	64
412.951	n/a	cue_aud	1
413.571	n/a	tag	16
417.034	n/a	target	32
417.522	n/a	hit	64
418.743	n/a	cue_vis	4
419.28	n/a	tag	16
422.284	n/a	target	32
423.377	n/a	hit	64
424.507	n/a	cue_vis	4
425.068	n/a	tag	16
428.081	n/a	target	32
429.09	n/a	miss	128
430.299	n/a	cue_aud	1
430.86	n/a	tag	16
434.322	n/a	target	32
435.303	n/a	hit	64
436.588	n/a	cue_vis	4
437.154	n/a	tag	16
440.166	n/a	target	32
440.741	n/a	hit	64
441.978	n/a	cue_vis	4
442.524	n/a	tag	16
445.529	n/a	target	32
446.438	n/a	miss	128
447.651	n/a	cue_aud	1
448.233	n/a	tag	16
451.695	n/a	target	32
452.284	n/a	hit	64
453.319	n/a	cue_aud	1
453.937	n/a	tag	16
457.403	n/a	target	32
458.073	n/a	hit	64
459.191	n/a	cue_vis	4
459.729	n/a	tag	16
462.735	n/a	target	32
463.611	n/a	hit	64
464.789	n/a	cue_vis	4
465.351	n/a	tag	16
468.357	n/a	target	32
469.416	n/a	miss	128
508.56	n/a	cue_vis	4
509.162	n/a	tag	16
512.168	n/a	target	32
512.702	n/a	miss	128
513.719	n/a	cue_vis	4
514.281	n/a	tag	16
517.289	n/a	target	32
517.898	n/a	miss	128
518.968	n/a	cue_aud	1
519.568	n/a	tag	16
523.031	n/a	target	32
524.262	n/a	miss	128
525.514	n/a	cue_vis	4
526.115	n/a	tag	16
529.124	n/a	target	32
529.691	n/a	hit	64
530.697	n/a	cue_aud	1
531.232	n/a	tag	16
534.697	n/a	target	32
535.329	n/a	hit	64
536.59	n/a	cue_aud	1
537.191	n/a	tag	16
540.657	n/a	target	32
541.318	n/a	hit	64
542.343	n/a	cue_aud	1
542.899	n/a	tag	16
546.364	n/a	target	32
546.939	n/a	hit	64
548.141	n/a	cue_vis	4
548.689	n/a	tag	16
551.693	n/a	target	32
552.486	n/a	miss	128
553.637	n/a	cue_aud	1
554.229	n/a	tag	16
557.691	n/a	target	32
558.224	n/a	hit	64
559.291	n/a	cue_vis	4
559.85	n/a	tag	16
562.861	n/a	target	32
563.412	n/a	miss	128
564.585	n/a	cue_aud	1
565.138	n/a	tag	16
568.603	n/a	target	32
569.191	n/a	hit	64
570.23	n/a	cue_aud	1
570.845	n/a	tag	16
574.311	n/a	target	32
574.663	n/a	hit	64
575.866	n/a	cue_aud	1
576.47	n/a	tag	16
579.932	n/a	target	32
580.384	n/a	hit	64
581.566	n/a	cue_aud	1
582.175	n/a	tag	16
585.638	n/a	target	32
586.272	n/a	hit	64
587.291	n/a	cue_vis	4
587.883	n/a	tag	16
590.893	n/a	target	32
591.944	n/a	miss	128
592.962	n/a	cue_aud	1
593.505	n/a	tag	16
596.968	n/a	target	32
597.615	n/a	hit	64
598.663	n/a	cue_aud	1
599.213	n/a	tag	16
602.676	n/a	target	32
603.253	n/a	hit	64
604.261	n/a	cue_vis	4
