onset	duration	trial_type	value
823.013	n/a	cue_aud	1
823.132	n/a	tag	16
826.649	n/a	target	32
828.666	n/a	miss	128
829.792	n/a	cue_vis	4
830.381	n/a	tag	16
833.388	n/a	target	32
834.562	n/a	hit	64
835.8	n/a	cue_vis	4
836.34	n/a	tag	16
839.353	n/a	target	32
839.959	n/a	miss	128
841.181	n/a	cue_vis	4
841.71	n/a	tag	16
844.721	n/a	target	32
845.388	n/a	miss	128
846.52	n/a	cue_vis	4
847.082	n/a	tag	16
850.093	n/a	target	32
850.72	n/a	hit	64
851.934	n/a	cue_aud	1
852.538	n/a	tag	16
856.022	n/a	target	32
856.506	n/a	hit	64
857.792	n/a	cue_vis	4
858.327	n/a	tag	16
861.335	n/a	target	32
861.977	n/a	miss	128
863.214	n/a	cue_aud	1
863.781	n/a	tag	16
867.266	n/a	target	32
867.715	n/a	hit	64
868.928	n/a	cue_aud	1
869.489	n/a	tag	16
872.973	n/a	target	32
873.595	n/a	hit	64
874.63	n/a	cue_vis	4
875.198	n/a	tag	16
878.208	n/a	target	32
878.925	n/a	hit	64
880.044	n/a	cue_aud	1
880.652	n/a	tag	16
884.136	n/a	target	32
884.888	n/a	miss	128
886.068	n/a	cue_aud	1
886.609	n/a	tag	16
890.095	n/a	target	32
891.135	n/a	hit	64
892.274	n/a	cue_vis	4
892.821	n/a	tag	16
895.831	n/a	target	32
896.464	n/a	hit	64
897.481	n/a	cue_vis	4
898.024	n/a	tag	16
901.035	n/a	target	32
902.011	n/a	miss	128
903.081	n/a	cue_vis	4
903.646	n/a	tag	16
906.657	n/a	target	32
907.44	n/a	hit	64
908.692	n/a	cue_vis	4
909.27	n/a	tag	16
912.278	n/a	target	32
913.062	n/a	hit	64
914.068	n/a	cue_vis	4
914.641	n/a	tag	16
917.649	n/a	target	32
918.149	n/a	hit	64
919.41	n/a	cue_aud	1
920.012	n/a	tag	16
923.496	n/a	target	32
923.988	n/a	hit	64
925.012	n/a	cue_aud	1
925.553	n/a	tag	16
929.033	n/a	target	32
929.576	n/a	hit	64
930.778	n/a	cue_aud	1
931.342	n/a	tag	16
934.825	n/a	target	32
935.38	n/a	hit	64
936.532	n/a	cue_vis	4
937.134	n/a	tag	16
940.143	n/a	target	32
940.977	n/a	miss	128
942.044	n/a	cue_aud	1
942.588	n/a	tag	16
946.071	n/a	target	32
946.548	n/a	hit	64
947.721	n/a	cue_aud	1
948.295	n/a	tag	16
951.779	n/a	target	32
952.211	n/a	hit	64
953.249	n/a	cue_vis	4
953.834	n/a	tag	16
956.84	n/a	target	32
957.716	n/a	hit	64
958.919	n/a	cue_aud	1
959.455	n/a	tag	16
962.939	n/a	target	32
963.621	n/a	hit	64
964.803	n/a	cue_aud	1
965.331	n/a	tag	16
968.815	n/a	target	32
969.284	n/a	hit	64
970.303	n/a	cue_vis	4
970.871	n/a	tag	16
973.88	n/a	target	32
974.605	n/a	hit	64
992.071	n/a	cue_aud	1
992.608	n/a	tag	16
996.089	n/a	target	32
998.108	n/a	miss	128
999.156	n/a	cue_vis	4
999.741	n/a	tag	16
1002.746	n/a	target	32
1003.213	n/a	hit	64
1004.22	n/a	cue_vis	4
1004.777	n/a	tag	16
1007.783	n/a	target	32
1008.35	n/a	hit	64
1009.482	n/a	cue_aud	1
1010.064	n/a	tag	16
1013.547	n/a	target	32
1014.072	n/a	hit	64
1015.323	n/a	cue_aud	1
1015.939	n/a	tag	16
1019.421	n/a	target	32
1019.935	n/a	hit	64
1021.122	n/a	cue_vis	4
1021.728	n/a	tag	16
1024.739	n/a	target	32
1025.315	n/a	hit	64
1026.472	n/a	cue_vis	4
1027.016	n/a	tag	16
1030.027	n/a	target	32
1030.861	n/a	hit	64
1032.122	n/a	cue_aud	1
1032.723	n/a	tag	16
1036.207	n/a	target	32
1036.766	n/a	hit	64
1037.797	n/a	cue_vis	4
1038.345	n/a	tag	16
1041.353	n/a	target	32
1041.929	n/a	hit	64
1043.203	n/a	cue_aud	1
1043.799	n/a	tag	16
1047.283	n/a	target	32
1047.859	n/a	hit	64
1048.892	n/a	cue_aud	1
1049.507	n/a	tag	16
1052.991	n/a	target	32
1053.363	n/a	hit	64
1054.52	n/a	cue_vis	4
1055.131	n/a	tag	16
1058.143	n/a	target	32
1058.776	n/a	hit	64
1059.821	n/a	cue_vis	4
1060.418	n/a	tag	16
1063.43	n/a	target	32
1063.906	n/a	hit	64
1065.075	n/a	cue_vis	4
1065.622	n/a	tag	16
1068.635	n/a	target	32
1069.235	n/a	hit	64
1070.238	n/a	cue_vis	4
1070.826	n/a	tag	16
1073.831	n/a	target	32
1074.406	n/a	miss	128
1075.638	n/a	cue_aud	1
1076.196	n/a	tag	16
1079.68	n/a	target	32
1080.069	n/a	hit	64
1081.325	n/a	cue_vis	4
1081.902	n/a	tag	16
1084.907	n/a	target	32
1085.432	n/a	hit	64
1086.709	n/a	cue_aud	1
1087.275	n/a	tag	16
1090.758	n/a	target	32
1091.262	n/a	hit	64
1092.56	n/a	cue_aud	1
1093.148	n/a	tag	16
1096.631	n/a	target	32
1097.467	n/a	hit	64
1098.62	n/a	cue_aud	1
1099.19	n/a	tag	16
1102.674	n/a	target	32
1103.147	n/a	hit	64
1104.23	n/a	cue_vis	4
1104.814	n/a	tag	16
1107.826	n/a	target	32
1108.393	n/a	hit	64
1109.425	n/a	cue_vis	4
1110.017	n/a	tag	16
1113.022	n/a	target	32
1113.656	n/a	hit	64
1114.81	n/a	cue_vis	4
1115.388	n/a	tag	16
1118.393	n/a	target	32
1118.977	n/a	hit	64
1120.154	n/a	cue_aud	1
1120.759	n/a	tag	16
1124.243	n/a	target	32
1124.665	n/a	hit	64
1125.896	n/a	cue_vis	4
1126.467	n/a	tag	16
1129.478	n/a	target	32
1130.278	n/a	miss	128
1131.305	n/a	cue_aud	1
1131.838	n/a	tag	16
1135.322	n/a	target	32
1135.808	n/a	hit	64
1137.008	n/a	cue_aud	1
1137.627	n/a	tag	16
1141.113	n/a	target	32
1141.646	n/a	hit	64
1163.757	n/a	cue_vis	4
1164.315	n/a	tag	16
1167.326	n/a	target	32
1168.027	n/a	hit	64
1169.08	n/a	cue_aud	1
1169.686	n/a	tag	16
1173.17	n/a	target	32
1173.673	n/a	hit	64
1174.956	n/a	cue_aud	1
1175.561	n/a	tag	16
1179.046	n/a	target	32
1179.495	n/a	hit	64
1180.674	n/a	cue_vis	4
1181.267	n/a	tag	16
1184.274	n/a	target	32
1184.824	n/a	miss	128
1185.958	n/a	cue_aud	1
1186.557	n/a	tag	16
1190.04	n/a	target	32
1190.554	n/a	hit	64
1191.838	n/a	cue_aud	1
1192.429	n/a	tag	16
1195.913	n/a	target	32
1196.476	n/a	hit	64
1197.674	n/a	cue_aud	1
1198.221	n/a	tag	16
1201.705	n/a	target	32
1202.181	n/a	hit	64
1203.318	n/a	cue_vis	4
1203.93	n/a	tag	16
1206.935	n/a	target	32
1207.652	n/a	hit	64
1208.905	n/a	cue_aud	1
1209.467	n/a	tag	16
1212.951	n/a	target	32
1213.457	n/a	hit	64
1214.618	n/a	cue_aud	1
1215.173	n/a	tag	16
1218.658	n/a	target	32
1219.178	n/a	hit	64
1220.346	n/a	cue_vis	4
1220.88	n/a	tag	16
1223.891	n/a	target	32
1224.424	n/a	hit	64
1225.63	n/a	cue_vis	4
1226.168	n/a	tag	16
1229.179	n/a	target	32
1229.946	n/a	hit	64
1231.057	n/a	cue_aud	1
1231.624	n/a	tag	16
1235.108	n/a	target	32
1235.734	n/a	hit	64
1236.807	n/a	cue_aud	1
1237.414	n/a	tag	16
1240.897	n/a	target	32
1241.33	n/a	hit	64
1242.506	n/a	cue_vis	4
1243.121	n/a	tag	16
1246.126	n/a	target	32
1246.693	n/a	hit	64
1247.955	n/a	cue_vis	4
1248.492	n/a	tag	16
1251.497	n/a	target	32
1251.956	n/a	miss	128
1253.08	n/a	cue_vis	4
1253.695	n/a	tag	16
1256.702	n/a	target	32
1257.411	n/a	hit	64
1258.446	n/a	cue_aud	1
1258.983	n/a	tag	16
1262.466	n/a	target	32
