onset	duration	trial_type	value
102.672	n/a	cue_aud	1
102.791	n/a	tag	16
106.295	n/a	target	32
108.317	n/a	miss	128
109.619	n/a	cue_vis	4
110.211	n/a	tag	16
113.222	n/a	target	32
114.113	n/a	miss	128
115.283	n/a	cue_vis	4
115.833	n/a	tag	16
118.845	n/a	target	32
119.417	n/a	miss	128
120.574	n/a	cue_vis	4
121.119	n/a	tag	16
124.13	n/a	target	32
124.697	n/a	miss	128
125.799	n/a	cue_vis	4
126.409	n/a	tag	16
129.419	n/a	target	32
130.121	n/a	miss	128
131.254	n/a	cue_vis	4
131.863	n/a	tag	16
134.872	n/a	target	32
136.023	n/a	miss	128
137.172	n/a	cue_vis	4
137.739	n/a	tag	16
140.744	n/a	target	32
141.377	n/a	hit	64
142.404	n/a	cue_aud	1
142.939	n/a	tag	16
146.41	n/a	target	32
148.433	n/a	miss	128
149.701	n/a	cue_aud	1
150.241	n/a	tag	16
153.714	n/a	target	32
154.522	n/a	hit	64
155.543	n/a	cue_aud	1
156.118	n/a	tag	16
159.586	n/a	target	32
160.185	n/a	hit	64
161.318	n/a	cue_vis	4
161.907	n/a	tag	16
164.914	n/a	target	32
165.665	n/a	hit	64
166.915	n/a	cue_aud	1
167.531	n/a	tag	16
171.002	n/a	target	32
171.945	n/a	hit	64
173.065	n/a	cue_vis	4
173.657	n/a	tag	16
176.666	n/a	target	32
177.433	n/a	hit	64
178.619	n/a	cue_vis	4
179.195	n/a	tag	16
182.204	n/a	target	32
183.354	n/a	miss	128
184.602	n/a	cue_vis	4
185.154	n/a	tag	16
188.159	n/a	target	32
189.551	n/a	miss	128
190.819	n/a	cue_aud	1
191.365	n/a	tag	16
194.835	n/a	target	32
195.44	n/a	hit	64
196.721	n/a	cue_vis	4
197.324	n/a	tag	16
200.336	n/a	target	32
201.144	n/a	hit	64
202.203	n/a	cue_vis	4
202.777	n/a	tag	16
205.782	n/a	target	32
206.432	n/a	hit	64
207.511	n/a	cue_aud	1
