onset	duration	trial_type	value
530.313	n/a	cue_aud	1
530.431	n/a	tag	16
533.879	n/a	target	32
534.488	n/a	hit	64
535.608	n/a	cue_vis	4
536.167	n/a	tag	16
539.177	n/a	target	32
540.218	n/a	miss	128
541.455	n/a	cue_vis	4
542.039	n/a	tag	16
545.05	n/a	target	32
545.597	n/a	hit	64
546.82	n/a	cue_vis	4
547.411	n/a	tag	16
550.418	n/a	target	32
551.361	n/a	miss	128
552.493	n/a	cue_vis	4
553.035	n/a	tag	16
556.049	n/a	target	32
556.651	n/a	hit	64
557.865	n/a	cue_aud	1
558.405	n/a	tag	16
561.909	n/a	target	32
562.42	n/a	hit	64
563.706	n/a	cue_vis	4
564.28	n/a	tag	16
567.291	n/a	target	32
568.083	n/a	miss	128
569.32	n/a	cue_aud	1
569.902	n/a	tag	16
573.405	n/a	target	32
574.038	n/a	hit	64
575.252	n/a	cue_aud	1
575.861	n/a	tag	16
579.365	n/a	target	32
579.86	n/a	hit	64
580.895	n/a	cue_vis	4
581.485	n/a	tag	16
584.497	n/a	target	32
585.072	n/a	hit	64
586.191	n/a	cue_aud	1
586.772	n/a	tag	16
590.276	n/a	target	32
591.236	n/a	hit	64
592.415	n/a	cue_aud	1
592.982	n/a	tag	16
596.484	n/a	target	32
597.157	n/a	hit	64
598.297	n/a	cue_vis	4
598.858	n/a	tag	16
601.87	n/a	target	32
602.729	n/a	miss	128
603.745	n/a	cue_vis	4
604.312	n/a	tag	16
607.325	n/a	target	32
608.133	n/a	hit	64
609.203	n/a	cue_vis	4
609.77	n/a	tag	16
612.779	n/a	target	32
613.58	n/a	hit	64
614.832	n/a	cue_vis	4
615.39	n/a	tag	16
618.401	n/a	target	32
618.968	n/a	miss	128
619.974	n/a	cue_vis	4
620.511	n/a	tag	16
623.521	n/a	target	32
624.197	n/a	hit	64
625.458	n/a	cue_aud	1
626.049	n/a	tag	16
629.552	n/a	target	32
629.96	n/a	hit	64
630.985	n/a	cue_aud	1
631.587	n/a	tag	16
635.091	n/a	target	32
635.532	n/a	hit	64
636.734	n/a	cue_aud	1
637.294	n/a	tag	16
640.796	n/a	target	32
641.228	n/a	hit	64
642.38	n/a	cue_vis	4
643.002	n/a	tag	16
646.007	n/a	target	32
646.641	n/a	hit	64
647.708	n/a	cue_aud	1
648.289	n/a	tag	16
651.791	n/a	target	32
652.846	n/a	hit	64
654.019	n/a	cue_aud	1
654.583	n/a	tag	16
658.087	n/a	target	32
658.668	n/a	hit	64
659.706	n/a	cue_vis	4
660.291	n/a	tag	16
663.297	n/a	target	32
664.139	n/a	miss	128
665.342	n/a	cue_aud	1
665.912	n/a	tag	16
669.417	n/a	target	32
670.119	n/a	hit	64
671.3	n/a	cue_aud	1
671.872	n/a	tag	16
675.373	n/a	target	32
675.807	n/a	hit	64
676.825	n/a	cue_vis	4
677.41	n/a	tag	16
680.42	n/a	target	32
681.12	n/a	hit	64
702.275	n/a	cue_aud	1
702.838	n/a	tag	16
706.342	n/a	target	32
707.309	n/a	hit	64
708.356	n/a	cue_vis	4
708.965	n/a	tag	16
711.971	n/a	target	32
712.938	n/a	miss	128
713.946	n/a	cue_vis	4
714.506	n/a	tag	16
717.518	n/a	target	32
718.276	n/a	hit	64
719.409	n/a	cue_aud	1
719.96	n/a	tag	16
723.464	n/a	target	32
724.165	n/a	hit	64
725.416	n/a	cue_aud	1
726.002	n/a	tag	16
729.506	n/a	target	32
730.103	n/a	hit	64
731.29	n/a	cue_vis	4
731.878	n/a	tag	16
734.891	n/a	target	32
735.908	n/a	miss	128
737.065	n/a	cue_vis	4
737.67	n/a	tag	16
740.679	n/a	target	32
741.429	n/a	miss	128
