onset	duration	trial_type	value
561.271	n/a	cue_aud	1
561.39	n/a	tag	16
564.903	n/a	target	32
566.924	n/a	miss	128
568.044	n/a	cue_vis	4
568.634	n/a	tag	16
571.646	n/a	target	32
572.879	n/a	hit	64
574.117	n/a	cue_vis	4
574.677	n/a	tag	16
577.686	n/a	target	32
578.651	n/a	hit	64
579.873	n/a	cue_vis	4
580.467	n/a	tag	16
583.48	n/a	target	32
584.522	n/a	miss	128
585.654	n/a	cue_vis	4
586.259	n/a	tag	16
589.269	n/a	target	32
590.08	n/a	hit	64
591.294	n/a	cue_aud	1
591.88	n/a	tag	16
595.367	n/a	target	32
596.315	n/a	hit	64
597.601	n/a	cue_vis	4
598.176	n/a	tag	16
601.187	n/a	target	32
602.187	n/a	hit	64
603.424	n/a	cue_aud	1
603.967	n/a	tag	16
607.454	n/a	target	32
608.209	n/a	hit	64
609.422	n/a	cue_aud	1
610.01	n/a	tag	16
613.497	n/a	target	32
614.489	n/a	hit	64
615.524	n/a	cue_vis	4
616.135	n/a	tag	16
619.143	n/a	target	32
620.561	n/a	hit	64
621.68	n/a	cue_aud	1
622.262	n/a	tag	16
625.75	n/a	target	32
626.583	n/a	hit	64
627.762	n/a	cue_aud	1
628.305	n/a	tag	16
631.791	n/a	target	32
632.496	n/a	hit	64
633.635	n/a	cue_vis	4
634.18	n/a	tag	16
637.192	n/a	target	32
637.992	n/a	hit	64
639.009	n/a	cue_vis	4
639.551	n/a	tag	16
642.563	n/a	target	32
643.472	n/a	hit	64
644.542	n/a	cue_vis	4
645.09	n/a	tag	16
648.101	n/a	target	32
649.135	n/a	hit	64
650.387	n/a	cue_vis	4
650.963	n/a	tag	16
653.972	n/a	target	32
654.981	n/a	hit	64
655.988	n/a	cue_vis	4
656.587	n/a	tag	16
659.594	n/a	target	32
660.403	n/a	hit	64
661.663	n/a	cue_aud	1
662.21	n/a	tag	16
665.698	n/a	target	32
666.233	n/a	hit	64
667.258	n/a	cue_aud	1
667.834	n/a	tag	16
671.322	n/a	target	32
672.113	n/a	hit	64
673.315	n/a	cue_aud	1
673.874	n/a	tag	16
677.362	n/a	target	32
678.818	n/a	miss	128
679.97	n/a	cue_vis	4
680.505	n/a	tag	16
683.514	n/a	target	32
684.798	n/a	miss	128
685.865	n/a	cue_aud	1
686.463	n/a	tag	16
689.953	n/a	target	32
690.653	n/a	hit	64
691.826	n/a	cue_aud	1
692.422	n/a	tag	16
695.912	n/a	target	32
696.475	n/a	hit	64
697.513	n/a	cue_vis	4
698.13	n/a	tag	16
701.137	n/a	target	32
702.147	n/a	miss	128
703.35	n/a	cue_aud	1
703.921	n/a	tag	16
707.406	n/a	target	32
708.485	n/a	hit	64
709.666	n/a	cue_aud	1
710.215	n/a	tag	16
713.702	n/a	target	32
714.348	n/a	hit	64
715.367	n/a	cue_vis	4
715.921	n/a	tag	16
718.927	n/a	target	32
719.878	n/a	hit	64
733.209	n/a	cue_aud	1
733.797	n/a	tag	16
737.285	n/a	target	32
738.327	n/a	hit	64
739.374	n/a	cue_vis	4
739.924	n/a	tag	16
742.931	n/a	target	32
743.982	n/a	miss	128
744.989	n/a	cue_vis	4
745.546	n/a	tag	16
748.552	n/a	target	32
749.603	n/a	miss	128
750.735	n/a	cue_aud	1
751.338	n/a	tag	16
754.827	n/a	target	32
755.858	n/a	hit	64
757.11	n/a	cue_aud	1
757.717	n/a	tag	16
761.202	n/a	target	32
761.98	n/a	miss	128
763.167	n/a	cue_vis	4
763.76	n/a	tag	16
766.768	n/a	target	32
767.827	n/a	hit	64
768.984	n/a	cue_vis	4
769.55	n/a	tag	16
772.556	n/a	target	32
773.298	n/a	hit	64
774.559	n/a	cue_aud	1
775.171	n/a	tag	16
778.658	n/a	target	32
780.112	n/a	hit	64
781.143	n/a	cue_vis	4
781.72	n/a	tag	16
784.733	n/a	target	32
785.233	n/a	hit	64
786.507	n/a	cue_aud	1
787.091	n/a	tag	16
790.579	n/a	target	32
791.33	n/a	miss	128
792.364	n/a	cue_aud	1
792.964	n/a	tag	16
796.451	n/a	target	32
797.118	n/a	hit	64
798.275	n/a	cue_vis	4
798.839	n/a	tag	16
801.847	n/a	target	32
802.723	n/a	hit	64
803.767	n/a	cue_vis	4
804.38	n/a	tag	16
807.385	n/a	target	32
808.111	n/a	hit	64
809.28	n/a	cue_vis	4
809.832	n/a	tag	16
812.84	n/a	target	32
813.532	n/a	miss	128
814.535	n/a	cue_vis	4
815.122	n/a	tag	16
818.128	n/a	target	32
818.995	n/a	hit	64
820.226	n/a	cue_aud	1
820.827	n/a	tag	16
824.315	n/a	target	32
824.967	n/a	hit	64
826.223	n/a	cue_vis	4
826.786	n/a	tag	16
829.796	n/a	target	32
830.413	n/a	hit	64
831.689	n/a	cue_aud	1
832.241	n/a	tag	16
835.728	n/a	target	32
836.435	n/a	hit	64
837.732	n/a	cue_aud	1
838.283	n/a	tag	16
841.772	n/a	target	32
842.698	n/a	hit	64
843.851	n/a	cue_aud	1
844.41	n/a	tag	16
847.898	n/a	target	32
